<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.12	16:00:00	13987.3270	14001.3500	13894.7050	13936.3650	14145	0	1380
2024.01.12	20:00:00	13936.3480	13972.2150	13915.4650	13917.9030	14104	0	1390
2024.01.13	00:00:00	13917.8860	13981.0350	13883.7530	13968.5600	14077	0	1380
2024.01.13	04:00:00	13968.5570	13999.8530	13926.8250	13950.2660	14099	0	1390
2024.01.13	08:00:00	13950.2380	13950.2380	13856.9320	13856.9320	14105	0	1380
2024.01.13	12:00:00	13856.9160	13919.1600	13827.9720	13911.8950	14118	0	1380
2024.01.13	16:00:00	13911.8520	13934.6340	13877.0150	13930.6500	14104	0	1380
2024.01.13	20:00:00	13930.6310	13930.6310	13851.7320	13866.5200	14121	0	1380
2024.01.14	00:00:00	13866.4850	14056.2980	13861.5390	14046.9770	13885	0	1380
2024.01.14	04:00:00	14046.9650	14053.1710	14000.8100	14023.6550	14121	0	1400
2024.01.14	08:00:00	14023.6490	14023.6490	13906.6220	13967.7100	14140	0	1390
2024.01.14	12:00:00	13967.7050	13981.6600	13913.9310	13913.9310	14102	0	1390
2024.01.14	16:00:00	13913.9100	13918.9970	13790.8520	13828.9270	14091	0	1370
2024.01.14	20:00:00	13828.9040	13870.3190	13790.1330	13839.0770	14111	0	1370
2024.01.15	00:00:00	13839.0530	13846.7340	13770.1750	13797.0220	13611	0	1370
2024.01.15	04:00:00	13797.0120	13797.0120	13714.9920	13714.9920	14111	0	1370
2024.01.15	08:00:00	13714.9830	13756.3440	13682.5260	13734.9340	14122	0	1360
2024.01.15	12:00:00	13734.9280	13808.0140	13732.7850	13769.6730	14104	0	1370
2024.01.15	16:00:00	13769.6510	13791.5280	13734.7200	13750.4630	14130	0	1370
2024.01.15	20:00:00	13750.4600	13750.4600	13640.6030	13649.0970	14116	0	1360
2024.01.16	00:00:00	13649.0950	13700.5040	13627.0570	13642.5880	14105	0	1360
2024.01.16	04:00:00	13642.5870	13711.2570	13635.6490	13678.5610	14087	0	1360
2024.01.16	08:00:00	13678.5500	13751.8540	13660.4050	13696.5980	14086	0	1360
2024.01.16	12:00:00	13696.5880	13714.1240	13577.7490	13577.7490	14093	0	1350
2024.01.16	16:00:00	13577.7150	13596.7610	13510.9450	13510.9450	14107	0	1350
2024.01.16	20:00:00	13510.9430	13510.9430	13465.4790	13465.4790	14084	0	1340
2024.01.17	00:00:00	13465.4720	13465.4720	13406.6000	13412.1500	14153	0	1340
