<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.18	19872.4190	20127.1710	19747.1370	19758.4680	85199	0	1970
2024.12.19	19758.4670	20368.5040	19754.2420	20362.8000	85189	0	1970
2024.12.20	20362.7990	20486.5660	20208.5790	20408.9520	85195	0	2020
2024.12.21	20408.9510	20408.9510	19979.4590	20093.4120	85204	0	1990
2024.12.22	20093.3780	20344.5200	19918.9320	20105.7450	85175	0	1990
2024.12.23	20105.7290	20348.5960	20052.2360	20215.2420	85255	0	2000
2024.12.24	20215.1840	20357.4220	20045.9180	20328.1300	85208	0	2000
2024.12.25	20328.1250	20606.5120	20262.6010	20529.0150	85262	0	2020
2024.12.26	20529.0000	20613.8990	20188.0970	20221.2630	85237	0	2010
2024.12.27	20221.2430	20333.5180	20005.3440	20147.5170	85218	0	2000
2024.12.28	20147.5080	20155.4030	19907.1030	19907.1030	85247	0	1990
2024.12.29	19907.0890	20314.5870	19862.7250	20253.2420	85195	0	1980
2024.12.30	20253.2230	20303.9960	20006.1240	20191.8140	85235	0	2000
2024.12.31	20191.7990	20345.8920	20140.7850	20320.1560	85239	0	2010
2025.01.01	20320.1130	20453.0840	20191.3660	20239.3150	85260	0	2010
2025.01.02	20239.2960	20279.7170	20063.3480	20122.2780	85193	0	2000
2025.01.03	20122.2770	20158.3660	19797.9400	20155.4160	85194	0	1980
2025.01.04	20155.4140	20363.5450	19997.5850	20075.8010	85212	0	2000
2025.01.05	20075.7970	20142.0110	19792.8010	20103.0440	85077	0	1970
2025.01.06	20103.0410	20175.1370	19911.4010	20158.6090	85239	0	1990
2025.01.07	20158.5720	20382.7850	20081.0430	20124.8510	85245	0	2000
2025.01.08	20124.8450	20353.1780	20085.3730	20311.9510	85227	0	2000
2025.01.09	20311.9330	20323.7090	19846.5370	19964.6050	85230	0	1980
2025.01.10	19964.6050	19970.0970	19659.8330	19659.8330	85196	0	1960
2025.01.11	19659.8040	19662.2150	19322.6120	19379.2090	85153	0	1930
2025.01.12	19379.1910	19471.7340	19120.3510	19470.1370	85111	0	1910
2025.01.13	19470.1300	19484.9980	19266.1760	19457.0320	84375	0	1920
2025.01.14	19457.0110	19602.1420	19309.2980	19401.8380	85224	0	1930
2025.01.15	19401.8370	19401.8370	19047.5430	19059.6650	85120	0	1900
2025.01.16	19059.6580	19202.2060	18936.9210	19041.8610	85184	0	1890
2025.01.17	19041.8500	19385.8880	19037.5560	19253.1000	85129	0	1900
2025.01.18	19253.0730	19279.2520	18977.2330	19258.2160	85100	0	1890
2025.01.19	19258.1970	19702.7850	19227.7980	19659.5160	84987	0	1920
2025.01.20	19659.4970	19730.7650	19418.4340	19695.2240	85167	0	1940
2025.01.21	19695.2070	19965.6300	19570.2410	19850.4280	85263	0	1950
2025.01.22	19850.4060	20374.7560	19784.3450	20169.3580	85266	0	1970
2025.01.23	20169.3540	20221.5330	19884.0790	19884.9650	85253	0	1980
2025.01.24	19884.9270	20155.3920	19685.6280	20112.4880	85245	0	1960
2025.01.25	20112.4740	20230.6520	19978.2540	20200.5830	85236	0	1990
2025.01.26	20200.5450	20342.9050	20105.5640	20250.6860	85159	0	2010
2025.01.27	20250.6500	20524.7820	20090.9850	20480.2400	85183	0	2000
2025.01.28	20480.1950	20565.0620	20264.6570	20333.5270	85221	0	2020
2025.01.29	20333.4900	20766.3420	20320.7240	20540.2710	85216	0	2030
2025.01.30	20540.2630	20765.0850	20341.8840	20383.9040	85299	0	2030
2025.01.31	20383.8840	20593.0970	20382.7420	20432.1130	85275	0	2030
2025.02.01	20432.1000	20540.6920	20290.0730	20420.2250	85203	0	2020
2025.02.02	20420.2230	20599.4250	20158.3060	20165.4460	85242	0	2010
2025.02.03	20165.4310	20563.7210	20057.7700	20552.0360	85230	0	2000
2025.02.04	20552.0260	20565.3780	20263.6090	20514.4110	85240	0	2020
2025.02.05	20514.3980	20695.5880	20388.1320	20443.5230	85214	0	2030
2025.02.06	20443.4910	20534.1310	20239.7350	20352.6010	85224	0	2020
2025.02.07	20352.5930	20762.9150	20350.9300	20496.5330	85258	0	2030
2025.02.08	20496.5050	20800.0610	20413.0170	20689.5100	85245	0	2040
2025.02.09	20689.4920	21028.3070	20505.7670	20964.9710	85238	0	2050
